keyword_ascii,scholar_query_ascii,google_scholar_url_ascii,occurrences,formal_branches,formal_scopes,fields,source_tags,source_codes,source_titles
Bifurcation problems for finite-dimensional Hamiltonian and Lagrangian systems,Bifurcation problems for finite-dimensional Hamiltonian and Lagrangian systems,https://scholar.google.com/scholar?q=Bifurcation%20problems%20for%20finite-dimensional%20Hamiltonian%20and%20Lagrangian%20systems,1,Mathematics,core,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx, 34Cxx, 34Dxx, 35Bxx, 46Lxx, 58Jxx, 70-XX]",MSC2020:37J20,37J20,Bifurcation problems for finite-dimensional Hamiltonian and Lagrangian systems
Bifurcation problems for infinite-dimensional Hamiltonian and Lagrangian systems,Bifurcation problems for infinite-dimensional Hamiltonian and Lagrangian systems,https://scholar.google.com/scholar?q=Bifurcation%20problems%20for%20infinite-dimensional%20Hamiltonian%20and%20Lagrangian%20systems,1,Mathematics,core,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx, 34Cxx, 34Dxx, 35Bxx, 46Lxx, 58Jxx, 70-XX]",MSC2020:37K50,37K50,Bifurcation problems for infinite-dimensional Hamiltonian and Lagrangian systems
Bifurcation theory for difference equations,Bifurcation theory for difference equations,https://scholar.google.com/scholar?q=Bifurcation%20theory%20for%20difference%20equations,1,Mathematics,core,Difference and functional equations,MSC2020:39A28,39A28,Bifurcation theory for difference equations
Bifurcation theory for ordinary differential equations,Bifurcation theory for ordinary differential equations,https://scholar.google.com/scholar?q=Bifurcation%20theory%20for%20ordinary%20differential%20equations,1,Mathematics,core,Ordinary differential equations,MSC2020:34C23,34C23,Bifurcation theory for ordinary differential equations [See also 37Gxx]
Bifurcation theory for PDEs on manifolds,Bifurcation theory for PDEs on manifolds,https://scholar.google.com/scholar?q=Bifurcation%20theory%20for%20PDEs%20on%20manifolds,1,Mathematics,core,"Global analysis, analysis on manifolds [See also 32Cxx, 32Fxx, 32Wxx, 46-XX, 53Cxx] {For nonlinear operators, see 47Hxx; for geometric integration theory, see 49Q15}",MSC2020:58J55,58J55,Bifurcation theory for PDEs on manifolds [See also 35B32]
Bifurcation theory for random and stochastic dynamical systems,Bifurcation theory for random and stochastic dynamical systems,https://scholar.google.com/scholar?q=Bifurcation%20theory%20for%20random%20and%20stochastic%20dynamical%20systems,1,Mathematics,core,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx, 34Cxx, 34Dxx, 35Bxx, 46Lxx, 58Jxx, 70-XX]",MSC2020:37H20,37H20,Bifurcation theory for random and stochastic dynamical systems [See also 37Gxx]
Bifurcation theory of functional-differential equations,Bifurcation theory of functional-differential equations,https://scholar.google.com/scholar?q=Bifurcation%20theory%20of%20functional-differential%20equations,1,Mathematics,core,Ordinary differential equations,MSC2020:34K18,34K18,Bifurcation theory of functional-differential equations [See also 37Gxx]
Bifurcations connected with nontransversal intersection in dynamical systems,Bifurcations connected with nontransversal intersection in dynamical systems,https://scholar.google.com/scholar?q=Bifurcations%20connected%20with%20nontransversal%20intersection%20in%20dynamical%20systems,1,Mathematics,core,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx, 34Cxx, 34Dxx, 35Bxx, 46Lxx, 58Jxx, 70-XX]",MSC2020:37G25,37G25,Bifurcations connected with nontransversal intersection in dynamical systems
Bifurcations in context of PDEs,Bifurcations in context of PDEs,https://scholar.google.com/scholar?q=Bifurcations%20in%20context%20of%20PDEs,1,Mathematics,core,Partial differential equations,MSC2020:35B32,35B32,"Bifurcations in context of PDEs [See also 34C23, 34F10, 34H20, 37F46, 37Gxx, 37H20, 37J20, 37K50, 37L10, 37M20, 47J15, 58E05, 58E07, 58J55]"
Bifurcations of limit cycles and periodic orbits in dynamical systems,Bifurcations of limit cycles and periodic orbits in dynamical systems,https://scholar.google.com/scholar?q=Bifurcations%20of%20limit%20cycles%20and%20periodic%20orbits%20in%20dynamical%20systems,1,Mathematics,core,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx, 34Cxx, 34Dxx, 35Bxx, 46Lxx, 58Jxx, 70-XX]",MSC2020:37G15,37G15,Bifurcations of limit cycles and periodic orbits in dynamical systems
Bifurcations of singular points in dynamical systems,Bifurcations of singular points in dynamical systems,https://scholar.google.com/scholar?q=Bifurcations%20of%20singular%20points%20in%20dynamical%20systems,1,Mathematics,core,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx, 34Cxx, 34Dxx, 35Bxx, 46Lxx, 58Jxx, 70-XX]",MSC2020:37G10,37G10,Bifurcations of singular points in dynamical systems
Bifurcations; parameter spaces in holomorphic dynamics; the Mandelbrot and Multibrot sets,Bifurcations; parameter spaces in holomorphic dynamics; the Mandelbrot and Multibrot sets,https://scholar.google.com/scholar?q=Bifurcations%3B%20parameter%20spaces%20in%20holomorphic%20dynamics%3B%20the%20Mandelbrot%20and%20Multibrot%20sets,1,Mathematics,core,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx, 34Cxx, 34Dxx, 35Bxx, 46Lxx, 58Jxx, 70-XX]",MSC2020:37F46,37F46,Bifurcations; parameter spaces in holomorphic dynamics; the Mandelbrot and Multibrot sets
Biharmonic and polyharmonic equations and functions in higher dimensions,Biharmonic and polyharmonic equations and functions in higher dimensions,https://scholar.google.com/scholar?q=Biharmonic%20and%20polyharmonic%20equations%20and%20functions%20in%20higher%20dimensions,1,Mathematics,core,"Potential theory {For probabilistic potential theory, see 60J45}",MSC2020:31B30,31B30,Biharmonic and polyharmonic equations and functions in higher dimensions
"Biharmonic, polyharmonic functions and equations, Poisson's equation in two dimensions","Biharmonic, polyharmonic functions and equations, Poisson's equation in two dimensions",https://scholar.google.com/scholar?q=Biharmonic%2C%20polyharmonic%20functions%20and%20equations%2C%20Poisson's%20equation%20in%20two%20dimensions,1,Mathematics,core,"Potential theory {For probabilistic potential theory, see 60J45}",MSC2020:31A30,31A30,"Biharmonic, polyharmonic functions and equations, Poisson’s equation in two dimensions"
Bilinear and Hermitian forms,Bilinear and Hermitian forms,https://scholar.google.com/scholar?q=Bilinear%20and%20Hermitian%20forms,1,Mathematics,core,Number theory,MSC2020:11E39,11E39,Bilinear and Hermitian forms
Bimodules in associative algebras,Bimodules in associative algebras,https://scholar.google.com/scholar?q=Bimodules%20in%20associative%20algebras,1,Mathematics,core,"Associative rings and algebras {For the commutative case, see 13-XX}",MSC2020:16D20,16D20,Bimodules in associative algebras
"Bimonoidal, skew-monoidal, duoidal categories","Bimonoidal, skew-monoidal, duoidal categories",https://scholar.google.com/scholar?q=Bimonoidal%2C%20skew-monoidal%2C%20duoidal%20categories,1,Mathematics,core,"Category theory; homological algebra {For commutative rings, see 13Dxx; for associative rings, see 16Exx; for groups, see 20Jxx; for topological groups and related structures, see 57Txx; for algebraic topology, see also 55Nxx, 55Uxx}",MSC2020:18M50,18M50,"Bimonoidal, skew-monoidal, duoidal categories"
Binomial coefficients; factorials; q-identities,Binomial coefficients; factorials; q-identities,https://scholar.google.com/scholar?q=Binomial%20coefficients%3B%20factorials%3B%20q-identities,1,Mathematics,core,Number theory,MSC2020:11B65,11B65,"Binomial coefficients; factorials; q-identities [See also 05A10, 05A30]"
"Biologically inspired models of computation (DNA computing, membrane computing, etc.)","Biologically inspired models of computation (DNA computing, membrane computing, etc.)",https://scholar.google.com/scholar?q=Biologically%20inspired%20models%20of%20computation%20(DNA%20computing%2C%20membrane%20computing%2C%20etc.),1,Computer science,core,"Computer science {For papers containing software, source code, etc. in a specific mathematical area, see the classification number –04 in that area}",MSC2020:68Q07,68Q07,"Biologically inspired models of computation (DNA computing, membrane computing, etc.)"
"Birational automorphisms, Cremona group and generalizations","Birational automorphisms, Cremona group and generalizations",https://scholar.google.com/scholar?q=Birational%20automorphisms%2C%20Cremona%20group%20and%20generalizations,1,Mathematics,core,Algebraic geometry,MSC2020:14E07,14E07,"Birational automorphisms, Cremona group and generalizations"
Birational geometry,Birational geometry,https://scholar.google.com/scholar?q=Birational%20geometry,1,Mathematics,core,Algebraic geometry,MSC2020:14Exx,14Exx,Birational geometry
Bitopologies,Bitopologies,https://scholar.google.com/scholar?q=Bitopologies,1,Mathematics,core,"General topology {For the topology of manifolds of all dimensions, see 57Nxx}",MSC2020:54E55,54E55,Bitopologies
Blaschke products,Blaschke products,https://scholar.google.com/scholar?q=Blaschke%20products,1,Mathematics,core,Functions of a complex variable,MSC2020:30J10,30J10,Blaschke products
"Bloch functions, normal functions of several complex variables","Bloch functions, normal functions of several complex variables",https://scholar.google.com/scholar?q=Bloch%20functions%2C%20normal%20functions%20of%20several%20complex%20variables,1,Mathematics,core,"Several complex variables and analytic spaces {For infinitedimensional holomorphy, see also 46G20, 58B12}",MSC2020:32A18,32A18,"Bloch functions, normal functions of several complex variables"
Bloch spaces,Bloch spaces,https://scholar.google.com/scholar?q=Bloch%20spaces,1,Mathematics,core,Functions of a complex variable,MSC2020:30H30,30H30,Bloch spaces
"Blocking sets, ovals, k-arcs","Blocking sets, ovals, k-arcs",https://scholar.google.com/scholar?q=Blocking%20sets%2C%20ovals%2C%20k-arcs,1,Mathematics,core,"Geometry {For algebraic geometry, see 14-XX; for differential geometry, see 53-XX}",MSC2020:51E21,51E21,"Blocking sets, ovals, k-arcs"
Blow-up in context of PDEs,Blow-up in context of PDEs,https://scholar.google.com/scholar?q=Blow-up%20in%20context%20of%20PDEs,1,Mathematics,core,Partial differential equations,MSC2020:35B44,35B44,Blow-up in context of PDEs
BMO-spaces,BMO-spaces,https://scholar.google.com/scholar?q=BMO-spaces,1,Mathematics,core,Functions of a complex variable,MSC2020:30H35,30H35,BMO-spaces
Boltzmann equations,Boltzmann equations,https://scholar.google.com/scholar?q=Boltzmann%20equations,1,Mathematics,core,Partial differential equations,MSC2020:35Q20,35Q20,"Boltzmann equations {For fluid mechanics, see 76P05; for statistical mechanics, see 82B40, 82C40, 82D05}"
Boolean algebras (Boolean rings),Boolean algebras (Boolean rings),https://scholar.google.com/scholar?q=Boolean%20algebras%20(Boolean%20rings),1,Mathematics,core,"Order, lattices, ordered algebraic structures [See also 18B35]",MSC2020:06Exx,06Exx,Boolean algebras (Boolean rings) [See also 03G05]
"Boolean algebras with additional operations (diagonalizable algebras, etc.)","Boolean algebras with additional operations (diagonalizable algebras, etc.)",https://scholar.google.com/scholar?q=Boolean%20algebras%20with%20additional%20operations%20(diagonalizable%20algebras%2C%20etc.),1,Mathematics,core,"Order, lattices, ordered algebraic structures [See also 18B35]",MSC2020:06E25,06E25,"Boolean algebras with additional operations (diagonalizable algebras, etc.) [See also 03G25, 03F45]"
Boolean and Hadamard matrices,Boolean and Hadamard matrices,https://scholar.google.com/scholar?q=Boolean%20and%20Hadamard%20matrices,1,Mathematics,core,Linear and multilinear algebra; matrix theory,MSC2020:15B34,15B34,Boolean and Hadamard matrices
Boolean control/observation systems,Boolean control/observation systems,https://scholar.google.com/scholar?q=Boolean%20control%2Fobservation%20systems,1,Systems theory and control,adjacent,"Systems theory; control {For optimal control, see 49-XX}",MSC2020:93C29,93C29,Boolean control/observation systems
Boolean functions,Boolean functions,https://scholar.google.com/scholar?q=Boolean%20functions,2,Information and communication theory; Mathematics,adjacent; core,"Information and communication theory, circuits; Order, lattices, ordered algebraic structures [See also 18B35]",MSC2020:06E30; MSC2020:94D10,06E30; 94D10,"Boolean functions [See also 06E30] {For connections with circuits and networks, see 94C11}; Boolean functions [See also 94D10]"
